"Category","RelativePath","SizeKB","LastWriteTime"
"ACTIVE_CORE","SERVICES\Learning\PerformanceScorer.js","0.76","7/1/2026 2:08:36 PM"
"ACTIVE_CORE","SERVICES\learning_engine\LearningEngine.js","11.24","7/5/2026 9:25:02 PM"
"ACTIVE_CORE","SERVICES\learning_engine\LearningEngineManager.js","10.04","7/5/2026 9:26:44 PM"
"ACTIVE_CORE","SERVICES\Memory\OperationalMemoryService.js","2.41","7/1/2026 1:58:34 PM"
"ACTIVE_CORE","SERVICES\operation_kernel\OperationExecutionKernel.js","5.64","7/5/2026 8:58:10 PM"
"ACTIVE_CORE","SERVICES\Planning\BasePlanner.js","1.26","7/1/2026 1:08:04 PM"
"ACTIVE_CORE","SERVICES\Planning\ExecutivePlanner.js","2.27","7/1/2026 1:10:00 PM"
"ACTIVE_CORE","SERVICES\Planning\MarketingPlanner.js","3.24","7/1/2026 1:08:50 PM"
"ACTIVE_CORE","SERVICES\Planning\OrionPlanner.js","6.57","7/1/2026 9:27:50 PM"
"ACTIVE_CORE","SERVICES\Planning\PlannerRegistry.js","0.89","7/1/2026 1:10:34 PM"
"ACTIVE_CORE","SERVICES\Supervisor\ExecutiveSupervisor.js","0.68","7/1/2026 2:39:40 PM"
"ACTIVE_CORE","SERVICES\workers\BaseCOOWorker.js","11.68","7/5/2026 9:54:30 PM"
"ACTIVE_CORE","SERVICES\workers\GoogleWorkspaceCOOWorker.js","26.34","7/5/2026 10:06:20 PM"
"ACTIVE_CORE","SERVICES\workers\InstantlyCOOWorker.js","28.37","7/5/2026 9:59:44 PM"
"ACTIVE_CORE","SERVICES\workers\NamecheapCOOWorker.js","25.45","7/5/2026 10:08:44 PM"
"ACTIVE_CORE","SERVICES\workers\WebsiteCOOWorker.js","24.87","7/5/2026 9:56:50 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\AutonomousWorkerScheduler.js","19","7/5/2026 9:49:10 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\AutonomousWorkOrchestrator.js","32.09","7/5/2026 10:13:36 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\AutonomousWorkOrchestratorManager.js","8.66","7/5/2026 10:14:46 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\BaseAutonomousWorker.js","16.19","7/5/2026 9:46:04 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\TaskExecutionWorker.js","12.81","7/9/2026 11:29:16 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\WorkerDispatcher.js","6.31","7/5/2026 11:06:56 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\WorkerRegistry.js","7.36","7/5/2026 11:02:40 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\WorkerRuntime.js","7.99","7/8/2026 4:26:00 PM"
"ACTIVE_CORE","SERVICES\worker_runtime\WorkerRuntimeManager.js","6.34","7/5/2026 9:15:02 PM"
"ACTIVE_CORE","SERVICES\engineering\RepositoryInventoryService.js","4.63","7/8/2026 6:41:38 PM"
"ACTIVE_CORE","SERVICES\WORKER_ADAPTERS\AtlasWorkerAdapter.js","0.45","7/9/2026 12:45:22 PM"
"ACTIVE_CORE","SERVICES\WORKER_ADAPTERS\ArchitectAdapter.js","0.29","7/9/2026 12:48:14 PM"
"ACTIVE_CORE","SERVICES\WORKER_ADAPTERS\BuilderAdapter.js","0.29","7/9/2026 12:50:00 PM"
"ACTIVE_CORE","SERVICES\WORKER_ADAPTERS\ValidatorAdapter.js","0.27","7/9/2026 12:57:58 PM"
"ACTIVE_CORE","SERVICES\WORKER_ADAPTERS\TesterAdapter.js","0.37","7/9/2026 2:35:36 PM"
"ACTIVE_CORE","SERVICES\WORKER_ADAPTERS\DeployerAdapter.js","0","7/9/2026 2:36:13 PM"
"ACTIVE_CORE","SERVICES\WORKER_ADAPTERS\RecoveryAdapter.js","0.47","7/9/2026 2:38:44 PM"
"ACTIVE_CORE","SERVICES\registry\EnterpriseComponentRegistryService.js","8.94","7/10/2026 11:16:12 PM"
"ACTIVE_CORE","SERVICES\registry\EnterpriseCapabilityRegistryService.js","7.7","7/10/2026 11:16:12 PM"
"ACTIVE_CORE","SERVICES\runtime_registry\RuntimeRegistryService.js","36.46","7/10/2026 9:02:00 PM"
"ACTIVE_CORE","SERVICES\runtime_registry\RuntimeRegistryClient.js","2.24","7/10/2026 11:37:02 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\StartProductionSystem.js","3.96","7/2/2026 8:17:38 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\BaseProvider.js","0.39","7/8/2026 8:11:56 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\InstantlyProvider.js","1.79","7/8/2026 8:27:48 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\ProviderRegistry.js","0.59","7/8/2026 8:11:56 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\contracts\IDataProvider.js","1.85","6/30/2026 7:12:36 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\providers\InstantlyProvider.js","3.8","7/8/2026 2:21:02 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\providers\MarketingProvider.js","3.68","6/30/2026 7:21:32 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\providers\OrionProvider.js","4.47","7/3/2026 4:45:58 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\providers\WebsiteProvider.js","1.8","7/8/2026 2:20:22 PM"
"OTHER_ACTIVE_CANDIDATE","PROVIDERS\registry\ProviderRegistry.js","2.24","6/30/2026 7:10:52 PM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\account_manager.js","5.24","6/29/2026 12:48:18 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\auth.js","2","6/28/2026 7:56:04 PM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\calendar.js","0","6/28/2026 7:52:50 PM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\config.js","0.59","6/28/2026 8:33:44 PM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\contacts.js","0","6/28/2026 7:53:26 PM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\drive.js","0","6/28/2026 7:53:08 PM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\gmail.js","1.47","6/28/2026 8:39:20 PM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\index.js","0.83","6/29/2026 12:48:18 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\workspace.js","1.91","6/29/2026 12:48:18 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_account_manager_dropin\miles_google_accounts_health.js","0.92","6/29/2026 12:48:18 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_account_manager_dropin\CONNECTORS\GOOGLE\account_manager.js","5.24","6/29/2026 12:48:18 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_account_manager_dropin\CONNECTORS\GOOGLE\index.js","0.83","6/29/2026 12:48:18 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_account_manager_dropin\CONNECTORS\GOOGLE\workspace.js","1.91","6/29/2026 12:48:18 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_connector_pack\miles_google_connector_pack\CONNECTORS\GOOGLE\auth.js","2.42","6/29/2026 12:04:50 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_connector_pack\miles_google_connector_pack\CONNECTORS\GOOGLE\calendar.js","1.14","6/29/2026 12:04:50 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_connector_pack\miles_google_connector_pack\CONNECTORS\GOOGLE\config.js","1.13","6/29/2026 12:04:50 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_connector_pack\miles_google_connector_pack\CONNECTORS\GOOGLE\contacts.js","0.96","6/29/2026 12:04:50 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_connector_pack\miles_google_connector_pack\CONNECTORS\GOOGLE\drive.js","0.84","6/29/2026 12:04:50 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_connector_pack\miles_google_connector_pack\CONNECTORS\GOOGLE\gmail.js","1.35","6/29/2026 12:04:50 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_connector_pack\miles_google_connector_pack\CONNECTORS\GOOGLE\health.js","1.28","6/29/2026 12:04:50 AM"
"ACTIVE_CORE","CONNECTORS\GOOGLE\miles_google_connector_pack\miles_google_connector_pack\CONNECTORS\GOOGLE\index.js","0.2","6/29/2026 12:04:50 AM"
"ACTIVE_CORE","CONNECTORS\INSTANTLY\connector.js","6.53","7/11/2026 2:33:02 PM"
"ACTIVE_CORE","CONNECTORS\INSTANTLY\instantly.js","13.89","7/11/2026 2:32:32 PM"
"ACTIVE_CORE","CONNECTORS\MILES\connector.js","0.57","7/10/2026 1:34:36 PM"
"ACTIVE_CORE","CONNECTORS\ORION\connector.js","8.12","7/6/2026 7:19:10 PM"
"ACTIVE_CORE","CONNECTORS\Real\crmClient.js","0.44","7/2/2026 10:15:00 PM"
"ACTIVE_CORE","CONNECTORS\Real\gmailListener.js","0.99","7/2/2026 10:14:00 PM"
"ACTIVE_CORE","CONNECTORS\Real\instantlyClient.js","0.45","7/2/2026 10:14:30 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE\website.js","2.75","7/2/2026 3:47:54 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE_B12\B12_PLAYWRIGHT_OBSERVER.js","1","6/28/2026 3:43:38 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE_B12\controller.js","1.25","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE_B12\modules\audit.js","1.13","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE_B12\modules\browser.js","0.2","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE_B12\modules\logger.js","0.4","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE_B12\modules\paths.js","0.49","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE_B12\modules\screenshots.js","0.43","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","CONNECTORS\WEBSITE_B12\modules\session.js","0.58","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","WORKERS\atlasWorker.js","0.77","7/3/2026 5:25:18 PM"
"ACTIVE_CORE","WORKERS\commandWorker.js","0.64","7/3/2026 5:40:28 PM"
"ACTIVE_CORE","WORKERS\cooWorker.js","1","7/10/2026 1:07:40 PM"
"ACTIVE_CORE","WORKERS\dealWorker.js","0.35","7/2/2026 10:17:32 PM"
"ACTIVE_CORE","WORKERS\dispatcherWorker.js","0.75","7/3/2026 5:53:32 PM"
"ACTIVE_CORE","WORKERS\replyWorker.js","0.33","7/2/2026 10:17:04 PM"
"ACTIVE_CORE","WORKERS\revenueWorker.js","0.55","7/3/2026 6:27:00 PM"
"ACTIVE_CORE","API\server.js","0.24","6/29/2026 2:43:06 PM"
"ACTIVE_CORE","API\API\memory.routes.js","0.61","6/29/2026 2:43:06 PM"
"OTHER_ACTIVE_CANDIDATE","AI\MilesBrain.js","0","6/29/2026 2:43:04 PM"
"OTHER_ACTIVE_CANDIDATE","AUTOMATIONS\Scheduler.js","0","6/29/2026 2:43:06 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\SegmentRegistry.js","5.93","7/8/2026 7:11:52 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\RunSegmentRegistry.js","0.79","7/8/2026 7:14:40 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\MarketingCOO.js","10.77","7/8/2026 7:04:56 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\SegmentImporter.js","5.66","7/8/2026 7:28:20 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\CampaignImporter.js","1.36","7/8/2026 7:30:02 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\MarketingAssignmentEngine.js","3.93","7/8/2026 7:31:48 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\MarketingIntelligenceEngine.js","4.62","7/8/2026 7:34:12 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\DomainInboxImporter.js","4.1","7/8/2026 7:36:12 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\MarketingCapacityPlanner.js","4.53","7/8/2026 7:38:32 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\MarketingUploadQueueEngine.js","6.91","7/8/2026 8:43:48 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Marketing\RunMarketingUploadQueueEngine.js","0.3","7/8/2026 7:44:30 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringCOO.js","0.96","7/8/2026 9:49:36 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringPlanner.js","1.15","7/8/2026 9:50:16 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringAssignmentEngine.js","1.48","7/8/2026 9:50:54 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringCapacityPlanner.js","1.61","7/8/2026 9:51:36 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringRegistry.js","1.33","7/8/2026 9:53:10 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\RunEngineeringCOO.js","1.1","7/8/2026 9:54:14 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringProjectQueue.js","1.37","7/8/2026 10:08:12 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringOrchestrator.js","1.39","7/9/2026 12:25:42 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringWorkerBridge.js","0.88","7/9/2026 12:26:58 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringMissionAdapter.js","0.67","7/9/2026 12:32:12 PM"
"OTHER_ACTIVE_CANDIDATE","DIGITAL_COO\Engineering\EngineeringDepartment.js","0.5","7/9/2026 2:51:18 PM"
"OTHER_ACTIVE_CANDIDATE","MIGRATIONS\migrate_upload_queue_to_canonical.js","3.72","7/8/2026 8:06:40 PM"
"ACTIVE_CORE","GOVERNANCE\ApprovalQueueEngine.js","5.31","7/8/2026 8:09:18 PM"
"ACTIVE_CORE","GOVERNANCE\RunApprovalQueue.js","0.35","7/8/2026 8:09:18 PM"
"ACTIVE_CORE","GOVERNANCE\ApprovalCommand.js","2.6","7/8/2026 8:14:50 PM"
"OTHER_ACTIVE_CANDIDATE","EXECUTION\MarketingExecutionEngine.js","1.9","7/8/2026 8:11:56 PM"
"OTHER_ACTIVE_CANDIDATE","EXECUTION\RunMarketingExecutionEngine.js","0.37","7/8/2026 8:11:56 PM"
"OTHER_ACTIVE_CANDIDATE","SCHEDULER\EnterpriseScheduler.js","3.03","7/8/2026 8:18:42 PM"
"OTHER_ACTIVE_CANDIDATE","SCHEDULER\RunSchedulerSmokeTest.js","0.65","7/8/2026 8:18:42 PM"
"OTHER_ACTIVE_CANDIDATE","SCHEDULER\MarketingWorkflow.js","0.69","7/8/2026 8:19:28 PM"
"OTHER_ACTIVE_CANDIDATE","SCHEDULER\RunMarketingWorkflow.js","0.78","7/8/2026 8:19:28 PM"
"OTHER_ACTIVE_CANDIDATE","SCHEDULER\EnterpriseJobRegistry.js","3.08","7/8/2026 8:22:04 PM"
"OTHER_ACTIVE_CANDIDATE","SCHEDULER\RunJobRegistrySeed.js","0.83","7/8/2026 8:22:04 PM"
"OTHER_ACTIVE_CANDIDATE","SCHEDULER\EnterpriseSchedulerLoader.js","1.6","7/8/2026 8:24:50 PM"
"OTHER_ACTIVE_CANDIDATE","SCHEDULER\RunDataDrivenScheduler.js","0.59","7/8/2026 8:24:50 PM"
"OTHER_ACTIVE_CANDIDATE","MONITORING\CampaignMonitoringEngine.js","2.37","7/8/2026 8:29:16 PM"
"OTHER_ACTIVE_CANDIDATE","MONITORING\RunCampaignMonitoring.js","0.49","7/8/2026 8:29:16 PM"
"OTHER_ACTIVE_CANDIDATE","DASHBOARDS\MarketingExecutiveDashboard.js","2.81","7/8/2026 8:44:02 PM"
"OTHER_ACTIVE_CANDIDATE","DASHBOARDS\RunMarketingExecutiveDashboard.js","1.84","7/8/2026 8:32:14 PM"
"OTHER_ACTIVE_CANDIDATE","EXECUTIVE\ExecutiveDecisionEngine.js","7.83","7/8/2026 8:51:46 PM"
"OTHER_ACTIVE_CANDIDATE","EXECUTIVE\RunExecutiveDecisionEngine.js","0.54","7/8/2026 8:37:44 PM"
"OTHER_ACTIVE_CANDIDATE","EXECUTIVE\ExecutiveDecisionExecutor.js","3.75","7/8/2026 8:40:40 PM"
"OTHER_ACTIVE_CANDIDATE","EXECUTIVE\RunExecutiveDecisionExecutor.js","0.58","7/8/2026 8:40:40 PM"
"OTHER_ACTIVE_CANDIDATE","INFRASTRUCTURE\EmailInfrastructureManager.js","4.79","7/8/2026 9:11:12 PM"
"OTHER_ACTIVE_CANDIDATE","INFRASTRUCTURE\RunEmailInfrastructureManager.js","0.93","7/8/2026 9:11:12 PM"
"OTHER_ACTIVE_CANDIDATE","INFRASTRUCTURE\InfrastructureRegistrySync.js","7.83","7/8/2026 9:18:24 PM"
"OTHER_ACTIVE_CANDIDATE","INFRASTRUCTURE\RunInfrastructureRegistrySync.js","0.69","7/8/2026 9:18:24 PM"
"OTHER_ACTIVE_CANDIDATE","event-bus\emitter.js","0.56","7/10/2026 1:18:52 PM"
"OTHER_ACTIVE_CANDIDATE","MILES_Enterprise_Registry_Phase1_v1.0\BuildEnterpriseRegistry.js","2.07","7/10/2026 11:16:12 PM"
"OTHER_ACTIVE_CANDIDATE","MILES_Enterprise_Registry_Phase1_v1.0\SERVICES\registry\EnterpriseComponentRegistryService.js","8.94","7/10/2026 11:16:12 PM"
"OTHER_ACTIVE_CANDIDATE","MILES_Enterprise_Registry_Phase1_v1.0\SERVICES\registry\EnterpriseCapabilityRegistryService.js","7.7","7/10/2026 11:16:12 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\StartMilesProduction.js","5.44","7/6/2026 3:35:54 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\StartProductionSystem.js","2.32","7/7/2026 5:40:56 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\StartAutonomousCOO.js","3.46","7/6/2026 7:10:00 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\BuildEnterpriseRegistry.js","2.07","7/10/2026 11:16:12 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\StartProductionSystem.js","2.34","7/7/2026 5:32:56 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\EnterpriseRuntimeManager.js","4.48","7/9/2026 8:37:08 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\WorkerRegistry.js","0.46","7/9/2026 12:39:58 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\CapabilityRegistry.js","1.43","7/9/2026 6:14:24 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\CapabilityRegistryService.js","17.47","7/4/2026 12:27:58 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\RepositoryRegistryService.js","20.54","7/4/2026 12:18:54 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\ProviderRegistryService.js","12.13","7/4/2026 2:09:10 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\ProviderAuthorityRegistryService.js","8.94","7/4/2026 2:58:22 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\ProviderControllerRegistryService.js","2.24","7/4/2026 2:18:50 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\worker_runtime\WorkerRuntime.js","7.99","7/8/2026 4:26:00 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\worker_runtime\WorkerRuntimeManager.js","6.34","7/5/2026 9:15:02 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\worker_runtime\WorkerRegistry.js","7.36","7/5/2026 11:02:40 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\Planning\PlannerRegistry.js","0.89","7/1/2026 1:10:34 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\digital_coo\DigitalCOORuntimeManager.js","16.31","7/5/2026 9:31:30 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\SERVICES\digital_coo\MilesCommandCenter.js","14.77","7/7/2026 12:14:38 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\CORE\DepartmentRegistry.js","1.6","7/8/2026 9:58:28 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\CORE\Kernel\ServiceRegistry.js","5.39","7/9/2026 8:44:08 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\CORE\CANONICAL\Registry.js","0.55","7/8/2026 6:47:00 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\PROVIDERS\ProviderRegistry.js","0.59","7/8/2026 8:11:56 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_192356\PROVIDERS\registry\ProviderRegistry.js","2.24","6/30/2026 7:10:52 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\StartMilesProduction.js","5.44","7/6/2026 3:35:54 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\StartProductionSystem.js","2.32","7/7/2026 5:40:56 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\StartAutonomousCOO.js","3.46","7/6/2026 7:10:00 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\BuildEnterpriseRegistry.js","2.07","7/10/2026 11:16:12 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\StartProductionSystem.js","2.34","7/7/2026 5:32:56 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\EnterpriseRuntimeManager.js","4.48","7/9/2026 8:37:08 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\WorkerRegistry.js","0.46","7/9/2026 12:39:58 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\CapabilityRegistry.js","1.43","7/9/2026 6:14:24 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\CapabilityRegistryService.js","17.47","7/4/2026 12:27:58 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\RepositoryRegistryService.js","20.54","7/4/2026 12:18:54 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\ProviderRegistryService.js","12.13","7/4/2026 2:09:10 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\ProviderAuthorityRegistryService.js","8.94","7/4/2026 2:58:22 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\ProviderControllerRegistryService.js","2.24","7/4/2026 2:18:50 AM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\worker_runtime\WorkerRuntime.js","7.99","7/8/2026 4:26:00 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\worker_runtime\WorkerRuntimeManager.js","6.34","7/5/2026 9:15:02 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\worker_runtime\WorkerRegistry.js","7.36","7/5/2026 11:02:40 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\Planning\PlannerRegistry.js","0.89","7/1/2026 1:10:34 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\digital_coo\DigitalCOORuntimeManager.js","16.31","7/5/2026 9:31:30 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\SERVICES\digital_coo\MilesCommandCenter.js","14.77","7/7/2026 12:14:38 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\CORE\DepartmentRegistry.js","1.6","7/8/2026 9:58:28 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\CORE\Kernel\ServiceRegistry.js","5.39","7/9/2026 8:44:08 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\CORE\CANONICAL\Registry.js","0.55","7/8/2026 6:47:00 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\PROVIDERS\ProviderRegistry.js","0.59","7/8/2026 8:11:56 PM"
"OTHER_ACTIVE_CANDIDATE","_REGISTRY_CONVERGENCE_20260710_193412\PROVIDERS\registry\ProviderRegistry.js","2.24","6/30/2026 7:10:52 PM"
"OTHER_ACTIVE_CANDIDATE","MILES_Runtime_Registry_Service_V2_v2.0\StartRuntimeRegistryService.js","1.2","7/10/2026 11:37:02 PM"
"OTHER_ACTIVE_CANDIDATE","MILES_Runtime_Registry_Service_V2_v2.0\EXAMPLE_SELF_REGISTRATION.js","0.93","7/10/2026 11:37:02 PM"
"OTHER_ACTIVE_CANDIDATE","MILES_Runtime_Registry_Service_V2_v2.0\SERVICES\runtime_registry\RuntimeRegistryService.js","18.45","7/10/2026 11:37:02 PM"
"OTHER_ACTIVE_CANDIDATE","MILES_Runtime_Registry_Service_V2_v2.0\SERVICES\runtime_registry\RuntimeRegistryClient.js","2.24","7/10/2026 11:37:02 PM"
